kalimat,kelas
Setelah lulus dari ELS  kemudian beliau bersekolah di STOVIA (Sekolah Dokter Bumiputera) sekolah untuk pendidikan dokter pribumi di Batavia pada zaman kolonial Hindia Belanda  saat ini menjadi Fakultas Kedokteran Universitas Indonesia.,pendidikan
Namun ia tidak dapat tamat di sekolah tersebut karena sakit.,other
Ki Hajar Dewantara bekerja sebagai penulis dan wartawan diberbagai surat kabar  antara lain  Sediotomo  Midden Java  De Expres  Oetoesan Hindia  Kaoem Moeda  Tjahaja Timoer  dan Poesara.,other
Tulisan-tulisannya komunikatif dan tajam dengan semangat antikolonial.,other
Ki Hajar Dewantara aktif dalam organisasi sosial dan politik.,nama
Sejak berdirinya Boedi Oetomo (BO) tahun 1908  ia aktif di seksi propaganda untuk menyosialisasikan dan menggugah kesadaran masyarakat Indonesia (terutama Jawa) pada waktu itu mengenai pentingnya persatuan dan kesatuan dalam berbangsa dan bernegara.,other
Kongres pertama Boedi Oetomo di Yogyakarta juga diorganisasi olehnya.,other
Ki Hajar Dewantara juga menjadi anggota organisasi Insulinde  suatu organisasi multietnik yang didominasi kaum Indonesia yang memperjuangkan pemerintahan sendiri di Hindia Belanda  atas pengaruh Ernest Douwes Dekker.,nama
Kemudian Douwes Dekker mendirikan Indische Partij  beliau diajak juga.,other
Ketika pemerintah Hindia Belanda berniat mengumpulkan sumbangan dari pribumi  untuk perayaan kemerdekaan Belanda dari Perancis pada tahun 1913  timbul reaksi dari kalangan nasionalis  termasuk Ki Hajar Dewantara.,other
Kemudian ia menulis�Satu untuk Semua  tetapi Semua untuk Satu Juga (Een voor Allen maar Ook Allen voor Een).,other
Baca juga:�.,other
Tulisan Ki Hajar Dewantara yang paling terkenal adalah Seandainya Aku Seorang Belanda (Als ik een Nederlander was)  dimuat dalam surat kabar De Expres pimpinan Douwes Dekker  13 Juli 1913.,nama
Kutipan tulisan tersebut antara lain sebagai berikut.,other
Tiga Serangkai - Image courtesy of indonesian-persons.blogspot.com Akibat tulisan ini ia ditangkap atas persetujuan Gubernur Jenderal Idenburg dan akan diasingkan ke Pulau Bangka (atas permintaan sendiri).,other
Namun  Douwes Dekker dan Tjipto Mangoenkoesoemo  memprotes dan akhirnya mereka bertiga diasingkan ke Belanda pada tahun 1913.,other
"Ketiga tokoh ini dikenal sebagai ""Tiga Serangkai"".",other
Dalam pengasingan di Belanda  Ki Hajar Dewantara aktif dalam organisasi para pelajar asal Indonesia  Perhimpunan Hindia (Indische Vereeniging).,nama
Di sinilah ia kemudian merintis cita-citanya memajukan kaum pribumi dengan belajar ilmu pendidikan hingga memperoleh Europeesche Akte  suatu ijazah pendidikan yang bergengsi yang kelak menjadi pijakan dalam mendirikan lembaga pendidikan yang didirikannya.,other
Pada tahun 1919  Ki Hajar Dewantara kembali ke Indonesia dan bergabung dalam sekolah binaan dari saudaranya.,nama
Menjadi guru di sekolah tersebut membuatnya mempunyai pengalaman mengajar yang kemudian digunakannya untuk mengembangkan konsep mengajar bagi sekolah yang akan dia dirikan.,other
Taman Siswa - Image courtesy of id.wikipedia.org Pada tahun 1922 saat berusia 40 tahun menurut hitungan Tahun Caka  Raden Mas Soewardi Soeryaningrat mengganti namanya menjadi Ki Hadjar Dewantara.,other
Semenjak saat itu  namanya menjadi Ki Hadjar Dewantara semenjak saat itu ia tidak lagi menggunakan gelar kebangsawanan di depan namanya.,nama
Dalam ejaan bahasa Indonesia yang berlaku sejak tahun 1972 namanya dieja menjadi Ki Hajar Dewantara.,nama
Pada tanggal 3 Juli 1922  Ki Hajar Dewantara mendirikan sebuah sekolah Perguruan Nasional Taman Siswa (National Onderwijs Institut Taman Siswa).,pendidikan
Perguruan ini sangat menekankan pendidikan rasa kebangsaan kepada pribumi agar mereka mencintai bangsa dan tanah air dan berjuang untuk memperoleh kemerdekaan.,other
Pemerintah kolonial Belanda berupaya merintanginya dengan mengeluarkan Ordonansi Sekolah Liar pada 1 Oktober 1932.,other
Namun kegigihan memperjuangkan haknya  sehingga ordonansi itu kemudian dicabut.,other
Bagian dari semboyan ciptaannya  tut wuri handayani (di belakang memberi dorongan)  ing madya mangun karsa (di tengah menciptakan peluang untuk berprakarsa)  ing ngarsa sungtulada (di depan memberi teladan)  menjadi slogan Kementrian Pendidikan Nasional.,other
Ki Hajar Dewantara meninggal dunia pada tanggal 26 April 1959 di Yogyakarta.,nama
Dimakamkan di Taman Wijaya Brata  makam untuk keluarga Taman Siswa.,other
Dalam kabinet pertama Republik Indonesia  Ki Hajar Dewantara diangkat menjadi Menteri Pengajaran Indonesia disebut sebagai Menteri Pendidikan  Pengajaran dan Kebudayaan yang pertama.,other
Pada tahun 1957 ia mendapat gelar doktor kehormatan (doctor honoris causa  Dr.H.C.),pendidikan
dari universitas tertua Indonesia  Universitas Gadjah Mada.,pendidikan
Atas jasa-jasanya dalam merintis pendidikan  ia dinyatakan sebagai Bapak Pendidikan Nasional Indonesia dan hari kelahirannya 2 Mei dijadikan sebagai Hari Pendidikan Nasional.,pendidikan
Informasi Biografi di atas ini kami sadur dari berbagai sumber  kami tidak menjamin akan kebenarannya.,other
Jika ada kesalahan atau kekurangan dalam penulisan atau informasi yang kami sampaikan di atas  kami mohon maaf  dan berharap agar Anda bisa membetulkannya melalui kotak komentar atau bisa menghubungi kami melalui email kami.,other
Terima kasih.,other
Post under : ##### Entri Populer Cloud Categories Social Media Copyright � 2018 ?,other
Biografi Raditya Dika Penulis Novel - Biografi Tokoh Dunia Lengkap.,nama
Biografi Raditya Dika Penulis Novel.,nama
Biografi Raditya Dika Penulis Novel.,nama
Raditya Dika adalah seorang penulis  pelawak  aktor  pemeran  model dan sutradara yang berasal dari Indonesia.,nama
Raditya Dika dikenal sebagai penulis buku-buku jenaka.,nama
Ia menuliskan pengalamannya sehari-hari  tulisan-tulisan tersebut berasal dari blog pribadinya yang kemudian dibukukan.,other
"Buku pertamanya ia tulis pada tahun 2005 yang berjudul ""Kambing Jantan"" masuk kategori best seller.",other
Buku tersebut menampilkan kehidupan Raditya Dika saat kuliah di Australia.,other
Tulisan Raditya bisa digolongkan sebagai genre baru.,other
Kala ia merilis buku pertamanya tersebut  memang belum banyak yang masuk ke dunia tulisan komedi.,other
Apalagi bergaya diari pribadi (personal essay).,other
"Ia memiliki ciri khas tersendiri jika dibandingkan dengan penulis lainnya  yaitu pada setiap judul karya tulisan yang dibuatnya selalu mengangkat nama-nama hewan salah satunya adalah ""Kambing Jantan"".",other
Image Courtesy of twitter.com/radityadika.,other
Nama Lengkap :�Dika Angkasaputra Moerwani.,nama
Tanggal Lahir : 28 Desember 1984.,ttl
Tempat Lahir : Jakarta  Indonesia.,ttl
Pekerjaan : Penulis  sutradara  dan komedian.,other
Agama : Islam.,other
Kewarganegaraan : Indonesia.,other
Raditya Dika lahir pada tanggal 28 Desember 1984  di Jakarta.,ttl
Nama aslinya adalah Dika Angkasaputra Moerwani  namun ia menggantinya saat duduk di bangku kelas 4 SD.,nama
Saat itu ia meminta izin kepada orang tuanya untuk mengganti namanya dari Dika Angkasaputra Moerwani menjadi Raditya Dika.,nama
Pergantian namanya tersebut tidak secara resmi bahkan akte kelahirannya masih tertulis dengan nama Dika Angkasaputra Moerwani.,nama
"Saat Ujian kelulusan SD  ia diminta pihak sekolah untuk menuliskan namanya pada lebar formulir  tapi ia menulis namanya sebagai ""Raditya Dika""  bukan nama yang tertulis di akte kelahirannya.",nama
Hal tersebut mebuat ijazah SD yang seharusnya bernama Dika Angkasaputra Moerwani menjadi Raditya Dika.,nama
Tidak hanya saat SD (Sekolah Dasar)  saat memasuki SMP (Sekolah Menengah Pertama) ia menuliskan nama Raditya Dika mengikuti ijazah SD  bukan mengikuti nama akte kelahiran.,nama
Ia pun terdaftar di SMP Tarakanita I dengan nama Raditya Dika.,pendidikan
Sejak saat itu namanya dalam kehidupan pendidikannya menjadi Raditya Dika.,nama
Ia juga akrab dipanggil teman-temannya dengan nama Radith.,other
Tidak hanya ijazah saja yang salah dalam penulisan namanya.,other
KTP (Kartu Tanda Penduduk)  SIM (Surat Izin Mengemudi)  juga menggunakan nama Raditya Dika.,nama
Baca juga : .,other
SMP Tarakanita I. SMU 70 Bulungan.,pendidikan
University of Adelaide.,pendidikan
Fakultas Ilmu Sosial dan Ilmu Politik Universitas Indonesia.,pendidikan
Raditya mengawali keinginan untuk membukukan catatan hariannya di blog pribadinya saat ia memenangi Indonesian Blog Award.,other
Raditya juga pernah meraih Penghargaan bertajuk The Online Inspiring Award 2009 dari Indosat.,nama
Dari pengalaman itu  ia mencetak tulisan-tulisannya di blog kemudian ia menawarkannya ke beberapa penerbit untuk dicetak sebagai buku.,other
Awalnya banyak yang menolak  tapi kemudian ketika ia ke Gagasmedia  sebuah penerbit buku  naskah itu diterima.,other
Image Courtesy of kaskus.co.id Raditya sukses menjadi penulis dengan keluar dari arus utama.,nama
Ia tampil dengan genre baru yang segar  yaitu komedi.,other
Yang membuat ia berbeda dari penulis lain adalah ide nama binatang yang selalu ia pakai dalam setiap judul bukunya.,other
Dari buku pertama hingga terbaru  semua judulnya mengandung nama binatang.,other
Bagi Raditya  ini adalah titik penjualannya.,nama
Menurutnya  sebagai penulis tetap harus memiliki inovasi.,other
Sebenarnya  pada bulan-bulan pertama  buku pertamanya tidak terlalu laku.,other
Ini  menurut Raditya  adalah risiko masuk dalam genre baru.,nama
Raditya kemudian gencar berpromosi di blog yang ia kelola.,nama
Selain itu ia juga gencar promosi dari mulut ke mulut.,other
Raditya meminta pembacanya untuk berfoto dengan buku pertamanya itu kemudian dikirim ke Raditya.,nama
Jadilah ini sebuah strategi pemasaran yang bisa mengelola pembaca sebagai target pasarnya.,other
Menjadi penulis sukses bukan berarti tidak ada hambatan.,other
Menurutnya  hambatan bukan hanya dari industri buku  melainkan juga dari hal-hal yang sifatnya diagonal.,other
Artinya  lawan dari industri buku bisa jadi bukan industri buku lain tapi industri lain yang sebenarnya tidak berhubungan sama sekali seperti dunia hiburan  makanan  dan lain-lain.,other
Bagi Raditya hal ini memang sudah lazim.,nama
Yang perlu dilakukan adalah terus berkreasi dan bertindak kreatif.,other
Baginya  kompetisi yang ada adalah kunci untuk berinovasi.,other
Tekanan kompetitor bisa menjadi motivasi untuk terus memberikan ide-ide baru dan menggali kemampuan.,other
Baca juga : .,other
Karya pertama yang mengangkat namanya adalah buku berjudul Kambing Jantan: Sebuah Catatan Harian Pelajar Bodoh (2005).,other
Buku ini menceritakan kehidupan Raditya ketika masih berkuliah di Adelaide  Australia.,other
Cerita yang dibawakan Raditya adalah kisah-kisahnya sebagai pelajar Indonesia yang berkuliah di luar negeri.,other
Buku ini ditampilkan dalam format buku harian.,other
Seluruh cerita dalam karyanya tersebut berasal dari blog pribadinya.,other
"Setahun kemudian  yaitu pada tahun 2006  ia menerbitkan buku keduanya yang berjudul ""Cinta Brontosaurus"".",other
Buku keduanya ini hampir sama dengan buku sebelumnya  cerita-cerita yang ada dalam buku ini berasal dari kisah keseharian Raditya.,other
Namun  buku kedua ini menggunakan format cerita pendek (cerpen) yang bercerita mengenai pengalaman cinta Raditya yang sepertinya selalu tidak beruntung.,other
Isi dari buku ini meliputi kisah dari sewaktu Raditya mengirim surat cinta pertama ke teman saat SD  hingga pengalaman Raditya memerhatikan kucing Persia-nya yang jatuh cinta dengan kucing kampung tetangganya.,other
"Image Courtesy of anakfilm.com Buku ketiganya berjudul ""Radikus Makankakus: Bukan Binatang Biasa"" terbit pada tanggal 29 Agustus 2007.",other
Buku ketiga ini mengisahkan Raditya yang pernah menjadi badut Monas dalam sehari  mengajar bimbingan belajar  lalu saat Raditya dikira hantu penunggu WC  sampai cerita mengenai kutukan orang NTB.,nama
"Kemudian terbit buku selanjutnya yang berjudul ""Babi Ngesot: Datang Tak Diundang Pulang Tak Berkutang"" (2008)  ""Marmut Merah Jambu"" (2010)  dan ""Manusia Setengah Salmon"" (2011).",other
Raditya masih tetap bertahan dengan genre komedi di semua buku yang ia terbitkan.,nama
Novelnya yang laku dan mengundang banyak perhatian masyarakat Indonesia membuat para produser tertarik untuk mengajaknya bermain film.,other
"Film pertama yang ia mainkan adalah ""Kambing Jantan: The Movie"" sebuah film yang diangkat dari adaptasi novel pertamanya yang berjudul ""Kambing Jantan"".",other
Film tersebut diproduksi pada tahun 2009  dalam film tersebut ia bermain sebagai pemeran utama sebagai Dika  dan beradu akting dengan Herfiza Novianti serta Edric Tjandra.,other
Sukses dengan film pertamanya  Raditya kembali mengangkat novelnya ke layar lebar.,nama
"Tercatat ada 3 filmnya yang berjudul ""Cinta Brontosaurus""  ""Manusia Setengah Salmon"" dan ""Marmut Merah Jambu"" diambil dari judul buku yang sama.",other
Ketiga film ini rata-rata memiliki tema tentang kisah percintaan Raditya yang selalu gagal.,other
Baca juga : .,other
Kambing Jantan: Sebuah Catatan Harian Pelajar Bodoh - Tahun 2005 Cinta Brontosaurus - Tahun 2006 Radikus Makankakus: Bukan Binatang Biasa - Tahun 2007 Babi Ngesot: Datang Tak Diundang Pulang Tak Berkutang - Tahun 2008 Marmut Merah Jambu - Tahun 2010 Manusia Setengah Salmon - Tahun 2011 Koala Kumal - Tahun 2015 Film :�a. Kambing Jantan The Movie - Tahun 2009b.,other
Cinta Brontosaurus - Tahun 2013c.,other
Cinta Dalam Kardus - Tahun 2013d.,other
Manusia Setengah Salmon - Tahun 2013e.,other
Marmut Merah Jambu - Tahun 2014f.,other
Malam Minggu Miko - Tahun 2014 Penulis Skenario :a. Maling Kutang - Tahun 2009b.,other
Cinta Brontosaurus - Tahun 2013c.,other
Manusia Setengah Salmon - Tahun 2013d.,other
Marmut Merah Jambu - Tahun 2014 Sutradara :�a.��Marmut Merah Jambu - Tahun 2014b.,other
Malam Minggu Miko The Movie - Tahun 2014c.,other
Marmut Merah Jambu The Series - Tahun 2015 Raditya dikenal sebagai orang yang cukup terbuka.,other
Ia pernah berpacaran dengan sederet artis seperti Herfiza Novianti  Sherina dan Anissa Aziza.,other
Setiap perempuan yang hadir di dalam hidup Raditya selalu dijadikan sebuah cerita romantis dalam novelnya.,nama
"Contohnya dengan Sherina yang pernah muncul dalam novel ""Marmut Merah Jambu"".",other
Kini ia berkarier di penerbit buku Bukune  Raditya bertindak sebagai direktur juga sebagai direktur dan pemimpin redaksi.,other
Post under : #### Entri Populer Cloud Categories Social Media Copyright � 2018 ?,other
Biografi Ir Soekarno Presiden Pertama Indonesia - Biografi Tokoh Dunia Lengkap.,nama
Biografi Ir Soekarno Presiden Pertama Indonesia.,nama
Biografi Ir Soekarno Presiden Pertama Indonesia.,nama
Ir Soekarno adalah Presiden pertama Republik Indonesia.,nama
Ia mempunyai peranan yang sangat besar dalam proses kemerdekaan Indonesia yang terjadi pada tanggal 17 Agustus 1945  dengan melewati perjuangan hingga akhirnya dapat merdekakan bangsa Indonesia dari penjajahan Belanda.,other
Ia juga dikenal sebagai bapak Proklamator Kemerdekaan Indonesia.,other
Soekarno lahir di Blitar  Jawa Timur  Indonesia pada tanggal 6 Juni 1901.,ttl
Beliau merupakan anak dari pasangan Raden Soekemi Sosrodihardjo (ayah) dan Ida Ayu Nyoman Rai (ibu).,other
Ibunya merupakan keturunan bangsawan dari Bali dan beragama Hindu  sedangkan ayahnya sendiri beragama Islam.,other
Soekarno mempunyai nama asli Kusno saat lahir  namun karena sering mengalami sakit  saat ia berusia lima tahun namanya diubah menjadi Sukarno oleh orangtuanya.,other
Beliau merupakan anak ke-dua dari dua bersaudara.,other
yang pertama kakaknya bernama Sukarmini.,other
Soekarno pertama kali bersekolah di Tulung Agung hingga akhirnya pindah ke Mojokerto  karena mengikuti orangtuanya yang pada saat itu ditugaskan di kota tersebut.,pendidikan
Di Mojokerto  Soekarno bersekolah di Erste Inlandse School.,pendidikan
Namun pada bulan Juni 1911 Soekarno dipindahkan ke Europeesche Lagere School (ELS) untuk memudahkannya diterima di Hoogere Burger School (HBS).,pendidikan
Pada tahun 1915  Seokarno telah lulus dari ELS dan berhasil melanjutkan pendidikannya ke HBS di Surabaya  Jawa Timur.,pendidikan
Ia diterima di HBS karena bantuan seorang teman ayahnya yang bernama H.O.S Tjokroaminoto.,pendidikan
Saat di Surabaya  ia tinggal di pondokan kediaman Tjokroaminoto yang telah memberinya tempat tinggal.,other
Di Surabaya  Soekarno bertemu denan para pemimpin Sarekat Islam  organisasi yang dipimpin oleh Tjokroaminoto pada saat itu  seperti Alimin  Musso  Dharsono  Hj.Agus Salim  dan Abdul Muis.,other
Soekarno aktif dalam kegiatan organisasi pemuda Tri Koro Dharmo sebuah organisasi kepemudaan yang didirikan oleh Satiman Wirjosandjojo di Gedung STOVIA pada tanggal 7 Maret 1915.,other
Pada saat didirikan  ketuanya adalah Dr. Satiman Wirjosandjojo  dengan wakil ketua Wongsonegoro  sekretaris Sutomo dan anggotanya Muslich  Mosodo dan Abdul Rahman.,other
Setelah lulus dari HBS Soerabaja bulan Juli 1921  �Soekarno melanjutkan ke Technische Hoogeschool te Bandoeng (sekarang ITB) di Bandung dengan mengambil jurusan teknik sipil pada tahun 1921.,pendidikan
Ia dinyatakan lulus ujian insinyur pada tanggal 25 Mei 1926 dan pada Dies Natalis ke-6 TH Bandung tanggal 3 Juli 1926 dia diwisuda bersama delapan belas insinyur lainnya.,pendidikan
Saat di Bandung  Soekarno tinggal di kediaman Haji Sanusi yang merupakan anggota Sarekat Islam.,other
Di sana ia berinteraksi dengan Ki Hajar Dewantara  Tjipto Mangunkusumo  dan Dr. Douwes Dekker  yang saat itu merupakan pemimpin organisasi National Indische Partij.,other
Pada tahun 1926  Soekarno mendirikan Algemene Studie Club di Bandung yang merupakan hasil inspirasi dari Indonesische Studie Club oleh Dr. Soetomo.,other
Pada tanggal 4 Juli 1927  beliau mendirikan PNI (Partai Nasional Indonesia)  dengan tujuan Indonesia Merdeka.,other
Aktivitasnya di PNI menyebabkannya ditangkap Belanda pada tanggal 29 Desember 1929 di Yogyakarta dan besoknya dipindahkan ke Bandung  untuk dijebloskan ke Penjara Banceuy.,other
Pada tahun 1930 ia dipindahkan ke Sukamiskin dan pada tahun itu ia memunculkan pledoinya yang fenomenal Indonesia Menggugat (pledoi)  hingga dibebaskan kembali pada tanggal 31 Desember 1931.,other
Pada bulan Juli 1932  Soekarno bergabung dengan Partai Indonesia (Partindo)  yang merupakan pecahan dari PNI.,nama
Soekarno kembali ditangkap pada bulan Agustus 1933  dan diasingkan ke Pulau Flores.,nama
Pada tahun 1938 hingga tahun 1942 ia diasingkan ke Provinsi Bengkulu.,other
Beliau baru kembali bebas pada masa penjajahan Jepang pada tahun 1942.,other
Baca juga: .,
Pada masa penjajahan Jepang (1942-1945) pemerintahan Jepang memanfaatkan tokoh-tokoh Indonesia seperti Soekarno  Mohammad Hatta  dan lain-lain dalam setiap organisasi-organisasi dan lembaga-lembaga yang mereka buat untuk menarik hati dari penduduk Indonesia.,other
Beberapa organisasi bentukan Jepang antara lain : Jawa Hokokai  Pusat Tenaga Rakyat (Putera)  BPUPKI dan PPKI  tokoh-tokoh penting seperti Soekarno  Moh.,other
Hatta  Ki Hajar Dewantara  K.H.,other
Mas Mansyur  dan lain-lain aktif dalam organisasi tersebut.,other
Dan tokoh-tokoh nasional bekerja sama dengan pemerintah pendudukan Jepang untuk mencapai kemerdekaan Indonesia.,other
Namun tidak semua tokoh-tokoh nasional yang setuju bekerja sama dengan Jepang  bahkan ada gerakan bawah tanah dan gerakan pemberontakan lainnya karena menganggap Jepang adalah fasis yang berbahaya.,other
Soekarno aktif dalam usaha persiapan kemerdekaan Indonesia  di antaranya adalah merumuskan Pancasila  UUD 1945  dan dasar dasar pemerintahan Indonesia termasuk merumuskan naskah proklamasi Kemerdekaan.,nama
Ruang sidang BPUPKI - Image courtesy of operator.web.id Soekarno bersama tokoh-tokoh nasional mulai mempersiapkan diri menjelang Proklamasi kemerdekaan Republik Indonesia.,other
Setelah sidang Badan Penyelidik Usaha Persiapan Kemerdekaan Indonesia BPUPKI  Panitia Kecil yang terdiri dari delapan orang (resmi)  Panitia Kecil yang terdiri dari sembilan orang/Panitia Sembilan (yang menghasilkan Piagam Jakarta) dan Panitia Persiapan Kemerdekaan Indonesia PPKI  Soekarno-Hatta mendirikan Negara Indonesia berdasarkan Pancasila dan UUD 1945.,other
Terjadinya perbedaan antara golongan tua dengan golongan muda pada saat itu.,other
Perbedaan tersebut mengenai hal kemerdekaan  ke-dua golongan tersebut sama-sama menginginkan kemerdekaan  namun golongan tua ingin proklamasi melalui PPKI  sedangkan golongan muda tidak ingin proklamasi melalui PPKI karena organisasi tersebut merupakan bentukan Jepang.,other
Selain itu  hal tersebut dilakukan agar Soekarno dan Moh.,other
Hatta tidak terpengaruh oleh Jepang.,
Para golongan pemuda khawatir apabila kemerdekaan yang sebenarnya merupakan hasil dari perjuangan bangsa Indonesia  menjadi seolah-olah merupakan pemberian dari Jepang.,other
"Rengasdengklok - Image courtesy of smansax1-edu.com Akhirnya pada tanggal 16 Juli 1945  peristiwa penculikan yang dilakukan oleh sejumlah pemuda antara lain Soekarni  Wikana  dan Chaerul Saleh dari perkumpulan ""Menteng 31"" terhadap Soekarno dan Hatta yang dibawa ke Rengasdengklok  untuk didesak agar segera mempercepat proklamasi kemerdekaan Indonesia karena kekalahan Jepang pada saat itu dengan pasukan Amerika.",other
Namun Soekarno  Hatta dan para tokoh menolak dengan alasan menunggu kejelasan mengenai penyerahan Jepang.,nama
Alasan lain yang berkembang adalah Soekarno menetapkan momen tepat untuk kemerdekaan Republik Indonesia yakni dipilihnya tanggal 17 Agustus 1945.,nama
Pada tanggal 17 Agustus 1945  Soekarno bersama Moh.,nama
Hatta memproklamasikan kemerdekaan Republik Indonesia yang salah satunya disebarkan melalui media Radio untuk rakyat di seluruh Indonesia.,other
Pada tanggal 18 Agustus 1945  Soekarno dan Mohammad Hatta diangkat oleh PPKI menjadi Presiden dan Wakil Presiden Republik Indonesia yang pertama.,nama
Pada tanggal 29 Agustus 1945 pengangkatan menjadi presiden dan wakil presiden dikukuhkan oleh KNIP.,other
Ia menjabat sebagai Presiden Republik Indonesia pada periode 1945-1966.,other
Pada saat menjadi presiden  ejaan nama Soekarno diganti olehnya sendiri menjadi Sukarno karena menurutnya nama tersebut menggunakan ejaan penjajah.,nama
Ia tetap menggunakan nama Soekarno dalam tanda tangannya karena tanda tangan tersebut adalah tanda tangan yang tercantum dalam Teks Proklamasi Kemerdekaan Indonesia yang tidak boleh diubah.,nama
"Pada tahun 1960 terjadi pergolakan politik yang hebat di Indonesia  penyebab utamanya adalah adanya pemberontakan besar oleh PKI (Partai Komunis Indonesia) yang dikenal dengan sebutan G30-S/PKI dimana dari peristiwa ini kemudian membuat pemerintahan Presiden Soekarno dan juga orde lama berakhir ditandai dengan adanya ""Supersemar"" atau Surat Perintah Sebelas Maret di tahun 1966 yang ditandatangani oleh Soekarno.",other
Surat tersebut berisi perintah kepada Letnan Jenderal Soeharto untuk mengambil tindakan yang perlu guna menjaga keamanan pemerintahan dan keselamatan pribadi presiden.,other
Surat tersebut lalu digunakan oleh Soeharto yang telah diangkat menjadi Panglima Angkatan Darat untuk membubarkan PKI dan menyatakannya sebagai organisasi terlarang.,other
MPRS pun mengeluarkan dua Ketetapannya  yaitu TAP No.,other
IX/1966 tentang pengukuhan Supersemar menjadi TAP MPRS dan TAP No.,other
XV/1966 yang memberikan jaminan kepada Soeharto sebagai pemegang Supersemar untuk setiap saat menjadi presiden apabila presiden berhalangan.,other
Pada tanggal 20 Februari 1967 Soekarno menandatangani Surat Pernyataan Penyerahan Kekuasaan di Istana Merdeka.,nama
Dengan ditandatanganinya surat tersebut maka Soeharto menjadi kepala pemerintahan Indonesia.,other
Setelah melakukan Sidang Istimewa maka MPRS pun mencabut kekuasaan Presiden Soekarno  mencabut gelar Pemimpin Besar Revolusi dan mengangkat Soeharto sebagai Presiden Republik IndonesiaI hingga diselenggarakan pemilihan umum berikutnya.,other
Kami membaca beberapa referensi ada 2 pendapat yang berbeda mengenai istri dari Soekarno  ada yang menyebutkan mempunyai 3 istri dan ada yang menyebutkan beliau memiliki 9 istri.,nama
Kami lebih memilih 9 orang istri  karena kami membaca dari situs wikipedia yang kami anggap dapat dipercaya akan kebenarannya.,other
Jika ada kesalahan kami mohon maaf sebesar-besarnya kepada Anda.,other
Oetari (1921-1923) Inggit Garnasih (1923-1943) Fatmawati (1943-1956) Hartini (1952-1970) Kartini Manoppo (1959-1968) Ratna Sari Dewi (1962-1970) Haryati (1963-1966) Yurike Sanger (1964-1968) Heldy Djafar (1966-1969) Soekarno telah dinyatakan mengidap gangguan ginjal dan pernah menjalani perawatan di Wina  Austria tahun 1961 dan 1964.,other
Prof. Dr. K. Fellinger dari Fakultas Kedokteran Universitas Wina menyarankan agar ginjal kiri Soekarno diangkat tetapi ia menolaknya dan lebih memilih pengobatan tradisional.,other
Soekarno masih bertahan selama 5 tahun sebelum akhirnya meninggal pada hari Minggu  21 Juni 1970 di RSPAD (Rumah Sakit Pusat Angkatan Darat) Gatot Subroto  Jakarta dengan status sebagai tahanan politik.,nama
Jenazah Soekarno pun dipindahkan dari RSPAD ke Wisma Yasso yang dimiliki oleh Ratna Sari Dewi.,other
Sebelum dinyatakan wafat  pemeriksaan rutin terhadap Soekarno sempat dilakukan oleh Dokter Mahar Mardjono yang merupakan anggota tim dokter kepresidenan.,other
Soekarno mendapatkan gelar Doktor Honoris Causa dari 26 universitas di dalam dan luar negeri.,nama
Perguruan tinggi dalam negeri yang memberikan gelar kehormatan kepada Soekarno antara lain Universitas Gajah Mada (19 September 1951)  Institut Teknologi Bandung (13 September 1962)  Universitas Indonesia (2 Februari 1963)  Universitas Hasanuddin (25 April 1963)  Institut Agama Islam Negeri Jakarta (2 Desember 1963)  Universitas Padjadjaran (23 Desember 1964)  dan Universitas Muhammadiyah (1 Agustus 1965).,pendidikan
Mendapatkan penghargaan bintang kelas satu The Order of the Supreme Companions of OR Tambo dari Presiden Afrika Selatan Thabo Mbeki.,other
Soekarno mendapatkan penghargaan tersebut karena telah mengembangkan solidaritas internasional demi melawan penindasan oleh negara maju serta telah menjadi inspirasi bagi rakyat Afrika Selatan dalam melawan penjajahan dan membebaskan diri dari apartheid.,other
Assalamu'alaikum warahmatullahi wabarakatuh Informasi Biografi di atas ini kami sadur dari berbagai sumber  kami tidak menjamin akan kebenarannya.,other
Jika ada kesalahan atau kekurangan atas informasi yang kami sampaikan di atas  kami mohon maaf  dan berharap agar Anda bisa membetulkannya melalui kotak komentar atau bisa menghubungi kami melalui email kami.,other
Terima kasih.,other
Post under : ### Entri Populer Cloud Categories Social Media Copyright � 2018 ?,other
Biografi Seto Mulyadi Pemerhati Anak - Biografi Tokoh Dunia Lengkap.,nama
Biografi Seto Mulyadi Pemerhati Anak.,nama
Biografi Seto Mulyadi Pemerhati Anak.,nama
Seto Mulyadi adalah seorang psikolog dan pemerhati anak.,nama
Ia lulusan psikologi dari Universitas Indonesia  beliau juga pernah menciptakan karakter Si Komo seekor boneka yang diadaptasi dari hewan komodo  yang terkenal pada sekitar tahun 1990-an yang disiarkan oleh stasiun televisi TPI.,pendidikan
Seto Mulyadi lahir pada tanggal 28 Agustus 1961 di Klaten.,ttl
Ia lebih dikenal dengan nama Kak Seto  ia mempunyai seorang saudara kembar laki-laki bernama Kresno Mulyadi  seorangan psikiater anak di Surabaya  dan seorang kakak yang bernama Maruf Budiharjo Mulyadi  seorang anggota ABRI.,other
Seto Mulyadi hidup dalam keluarga yang berkecukupan  Mulyadi (ayahnya) adalah seorang perjabat Direktur perkebunan negara di Klaten.,other
Dari tiga saudara kandungnya tersebut  Seto dianggap memiliki fisik yang paling lemah jika dibandingkan dengan ketiga saudara kandungnya.,other
